"location","origin_date","target_date","output_type_id","value","output_type","target"
"Merced",2024-04-30,2024-07-31,3,0.5,"cdf","WNV cases"
"Merced",2024-04-30,2024-08-31,3,0.766020514978199,"cdf","WNV cases"
"Merced",2024-04-30,2024-09-30,3,0.200000000031741,"cdf","WNV cases"
"Merced",2024-04-30,2024-10-31,3,0.5,"cdf","WNV cases"
"Merced",2024-04-30,2024-11-30,3,0.8,"cdf","WNV cases"
"Merced",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Kern",2024-04-30,2024-05-31,3,0.996796919892643,"cdf","WNV cases"
"Kern",2024-04-30,2024-06-30,3,0.927129351999062,"cdf","WNV cases"
"Kern",2024-04-30,2024-07-31,3,0.65119078135015,"cdf","WNV cases"
"Kern",2024-04-30,2024-08-31,3,0.464186395809655,"cdf","WNV cases"
"Kern",2024-04-30,2024-09-30,3,0.296097370058404,"cdf","WNV cases"
"Kern",2024-04-30,2024-10-31,3,0.966686843759523,"cdf","WNV cases"
"Kern",2024-04-30,2024-11-30,3,0.996796919892643,"cdf","WNV cases"
"Kern",2024-04-30,2024-12-31,3,0.999998646368818,"cdf","WNV cases"
"Placer",2024-04-30,2024-05-31,3,0.998728629668173,"cdf","WNV cases"
"Placer",2024-04-30,2024-06-30,3,0.978514841051368,"cdf","WNV cases"
"Placer",2024-04-30,2024-07-31,3,0.965761554338836,"cdf","WNV cases"
"Placer",2024-04-30,2024-08-31,3,0.846573590279973,"cdf","WNV cases"
"Placer",2024-04-30,2024-09-30,3,0.965761554338836,"cdf","WNV cases"
"Placer",2024-04-30,2024-10-31,3,0.988141090073109,"cdf","WNV cases"
"Placer",2024-04-30,2024-11-30,3,0.998728629668173,"cdf","WNV cases"
"Placer",2024-04-30,2024-12-31,3,0.999949832494966,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-05-31,3,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-06-30,3,0.994824464092044,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-07-31,3,0.243402081205538,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-08-31,3,6.5768045515018e-156,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-09-30,3,1.2446851704998e-44,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-10-31,3,0.426557554946926,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-11-30,3,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-05-31,3,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-06-30,3,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-07-31,3,0.999247962645748,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-08-31,3,0.950720347167215,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-09-30,3,0.991666212814703,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-10-31,3,0.991666212814703,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-11-30,3,0.999987069078817,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-05-31,3,1,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-06-30,3,0.999366361112277,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-07-31,3,0.777495436629749,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-08-31,3,0.0254144665833438,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-09-30,3,0.221190524156702,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-10-31,3,0.869609404905031,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-11-30,3,0.999366361112277,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-05-31,3,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-06-30,3,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-07-31,3,0.999991658205036,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-08-31,3,0.873594917434621,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-09-30,3,0.96799774968417,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-10-31,3,0.984953915762219,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-11-30,3,0.999997438587619,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-05-31,3,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-06-30,3,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-07-31,3,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-08-31,3,0.866440953596208,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-09-30,3,0.866440953596208,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-10-31,3,0.999999909245881,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-11-30,3,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-05-31,4,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-06-30,4,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-07-31,4,0.99999999999928,"cdf","WNV cases"
"Orange",2024-04-30,2024-08-31,4,0.999956470857697,"cdf","WNV cases"
"Orange",2024-04-30,2024-09-30,4,0.963070080551362,"cdf","WNV cases"
"Orange",2024-04-30,2024-10-31,4,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-11-30,4,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-12-31,4,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-05-31,4,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-06-30,4,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-07-31,4,0.083889118371733,"cdf","WNV cases"
"Tulare",2024-04-30,2024-08-31,4,0.00420762111400055,"cdf","WNV cases"
"Tulare",2024-04-30,2024-09-30,4,0.0809299891248479,"cdf","WNV cases"
"Tulare",2024-04-30,2024-10-31,4,0.469102705341589,"cdf","WNV cases"
"Tulare",2024-04-30,2024-11-30,4,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-12-31,4,1,"cdf","WNV cases"
"Solano",2024-04-30,2024-05-31,4,0.965761554338836,"cdf","WNV cases"
"Solano",2024-04-30,2024-06-30,4,0.906495374259594,"cdf","WNV cases"
"Solano",2024-04-30,2024-07-31,4,0.766516292749662,"cdf","WNV cases"
"Solano",2024-04-30,2024-08-31,4,0.56613733539725,"cdf","WNV cases"
"Solano",2024-04-30,2024-09-30,4,0.56613733539725,"cdf","WNV cases"
"Solano",2024-04-30,2024-10-31,4,0.650616222050602,"cdf","WNV cases"
"Solano",2024-04-30,2024-11-30,4,0.965761554338836,"cdf","WNV cases"
"Solano",2024-04-30,2024-12-31,4,0.994824464092044,"cdf","WNV cases"
"Riverside",2024-04-30,2024-05-31,4,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-06-30,4,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-07-31,4,0.999999999999176,"cdf","WNV cases"
"Riverside",2024-04-30,2024-08-31,4,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-09-30,4,0.999999996236708,"cdf","WNV cases"
"Riverside",2024-04-30,2024-10-31,4,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-11-30,4,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-12-31,4,1,"cdf","WNV cases"
"Fresno",2024-04-30,2024-05-31,4,0.99999990088827,"cdf","WNV cases"
"Fresno",2024-04-30,2024-06-30,4,0.999247962645748,"cdf","WNV cases"
"Fresno",2024-04-30,2024-07-31,4,0.114369294687054,"cdf","WNV cases"
"Fresno",2024-04-30,2024-08-31,4,0.0204884509836706,"cdf","WNV cases"
"Fresno",2024-04-30,2024-09-30,4,0.512549217423263,"cdf","WNV cases"
"Fresno",2024-04-30,2024-10-31,4,0.934774192451436,"cdf","WNV cases"
"Fresno",2024-04-30,2024-11-30,4,0.999987069078817,"cdf","WNV cases"
"Fresno",2024-04-30,2024-12-31,4,1,"cdf","WNV cases"
"Merced",2024-04-30,2024-05-31,4,0.965761554338836,"cdf","WNV cases"
"Merced",2024-04-30,2024-06-30,4,0.846573590279973,"cdf","WNV cases"
"Merced",2024-04-30,2024-07-31,4,0.846573590279973,"cdf","WNV cases"
"Merced",2024-04-30,2024-08-31,4,0.804217335581579,"cdf","WNV cases"
"Merced",2024-04-30,2024-09-30,4,0.200001129333975,"cdf","WNV cases"
"Merced",2024-04-30,2024-10-31,4,0.846573590279973,"cdf","WNV cases"
"Merced",2024-04-30,2024-11-30,4,0.978514841051368,"cdf","WNV cases"
"Merced",2024-04-30,2024-12-31,4,1,"cdf","WNV cases"
"Kern",2024-04-30,2024-05-31,4,0.999773025986582,"cdf","WNV cases"
"Kern",2024-04-30,2024-06-30,4,0.950047906848244,"cdf","WNV cases"
"Kern",2024-04-30,2024-07-31,4,0.773238413831034,"cdf","WNV cases"
"Kern",2024-04-30,2024-08-31,4,0.569884621310739,"cdf","WNV cases"
"Kern",2024-04-30,2024-09-30,4,0.436624434583991,"cdf","WNV cases"
"Kern",2024-04-30,2024-10-31,4,0.994438898091934,"cdf","WNV cases"
"Kern",2024-04-30,2024-11-30,4,0.999773025986582,"cdf","WNV cases"
"Kern",2024-04-30,2024-12-31,4,0.999999993170164,"cdf","WNV cases"
"Placer",2024-04-30,2024-05-31,4,0.998728629668173,"cdf","WNV cases"
"Placer",2024-04-30,2024-06-30,4,0.978514841051368,"cdf","WNV cases"
"Placer",2024-04-30,2024-07-31,4,0.965761554338836,"cdf","WNV cases"
"Placer",2024-04-30,2024-08-31,4,0.846573590279973,"cdf","WNV cases"
"Placer",2024-04-30,2024-09-30,4,0.965761554338836,"cdf","WNV cases"
"Placer",2024-04-30,2024-10-31,4,0.988141090073109,"cdf","WNV cases"
"Placer",2024-04-30,2024-11-30,4,0.998728629668173,"cdf","WNV cases"
"Placer",2024-04-30,2024-12-31,4,0.999949832494966,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-05-31,4,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-06-30,4,0.999819841308901,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-07-31,4,0.305990183575831,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-08-31,4,1.03410201016787e-112,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-09-30,4,1.13054472076562e-31,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-10-31,4,0.614641205335747,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-11-30,4,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-12-31,4,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-05-31,4,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-06-30,4,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-07-31,4,0.999991658205036,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-08-31,4,0.985157638758869,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-09-30,4,0.99888571728692,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-10-31,4,0.99888571728692,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-11-30,4,0.99999997483139,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-12-31,4,1,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-05-31,4,1,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-06-30,4,0.99997446745648,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-07-31,4,0.924347168737422,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-08-31,4,0.139476634420142,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-09-30,4,0.514575225209699,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-10-31,4,0.907920966692452,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-11-30,4,0.99997446745648,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-12-31,4,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-05-31,4,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-06-30,4,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-07-31,4,0.999999945346278,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-08-31,4,0.930919088807452,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-09-30,4,0.988991127938948,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-10-31,4,0.992661075972992,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-11-30,4,0.999999764598163,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-12-31,4,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-05-31,4,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-06-30,4,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-07-31,4,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-08-31,4,0.994662915404726,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-09-30,4,0.994662915404726,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-10-31,4,0.999999999831936,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-11-30,4,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-12-31,4,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-05-31,5,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-06-30,5,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-07-31,5,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-08-31,5,0.999997180563398,"cdf","WNV cases"
"Orange",2024-04-30,2024-09-30,5,0.988049502839702,"cdf","WNV cases"
"Orange",2024-04-30,2024-10-31,5,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-11-30,5,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-12-31,5,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-05-31,5,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-06-30,5,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-07-31,5,0.195232099061297,"cdf","WNV cases"
"Tulare",2024-04-30,2024-08-31,5,0.0250024217815066,"cdf","WNV cases"
"Tulare",2024-04-30,2024-09-30,5,0.219272412747123,"cdf","WNV cases"
"Tulare",2024-04-30,2024-10-31,5,0.631203235387948,"cdf","WNV cases"
"Tulare",2024-04-30,2024-11-30,5,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-12-31,5,1,"cdf","WNV cases"
"Solano",2024-04-30,2024-05-31,5,0.996796919892643,"cdf","WNV cases"
"Solano",2024-04-30,2024-06-30,5,0.984778219628369,"cdf","WNV cases"
"Solano",2024-04-30,2024-07-31,5,0.934434033813357,"cdf","WNV cases"
"Solano",2024-04-30,2024-08-31,5,0.688706237982309,"cdf","WNV cases"
"Solano",2024-04-30,2024-09-30,5,0.688706237982309,"cdf","WNV cases"
"Solano",2024-04-30,2024-10-31,5,0.795886848102698,"cdf","WNV cases"
"Solano",2024-04-30,2024-11-30,5,0.996796919892643,"cdf","WNV cases"
"Solano",2024-04-30,2024-12-31,5,0.999819841308901,"cdf","WNV cases"
"Riverside",2024-04-30,2024-05-31,5,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-06-30,5,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-07-31,5,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-08-31,5,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-09-30,5,0.99999999999928,"cdf","WNV cases"
"Riverside",2024-04-30,2024-10-31,5,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-11-30,5,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-12-31,5,1,"cdf","WNV cases"
"Fresno",2024-04-30,2024-05-31,5,0.999999998263994,"cdf","WNV cases"
"Fresno",2024-04-30,2024-06-30,5,0.99991464055307,"cdf","WNV cases"
"Fresno",2024-04-30,2024-07-31,5,0.427951446254233,"cdf","WNV cases"
"Fresno",2024-04-30,2024-08-31,5,0.111492567796904,"cdf","WNV cases"
"Fresno",2024-04-30,2024-09-30,5,0.671489143126901,"cdf","WNV cases"
"Fresno",2024-04-30,2024-10-31,5,0.953650323744471,"cdf","WNV cases"
"Fresno",2024-04-30,2024-11-30,5,0.999999384350891,"cdf","WNV cases"
"Fresno",2024-04-30,2024-12-31,5,1,"cdf","WNV cases"
"Merced",2024-04-30,2024-05-31,5,0.965761554338836,"cdf","WNV cases"
"Merced",2024-04-30,2024-06-30,5,0.846573590279973,"cdf","WNV cases"
"Merced",2024-04-30,2024-07-31,5,0.846573590279973,"cdf","WNV cases"
"Merced",2024-04-30,2024-08-31,5,0.83146603337489,"cdf","WNV cases"
"Merced",2024-04-30,2024-09-30,5,0.200426112333035,"cdf","WNV cases"
"Merced",2024-04-30,2024-10-31,5,0.846573590279973,"cdf","WNV cases"
"Merced",2024-04-30,2024-11-30,5,0.978514841051368,"cdf","WNV cases"
"Merced",2024-04-30,2024-12-31,5,1,"cdf","WNV cases"
"Kern",2024-04-30,2024-05-31,5,0.999987069078817,"cdf","WNV cases"
"Kern",2024-04-30,2024-06-30,5,0.963683385100015,"cdf","WNV cases"
"Kern",2024-04-30,2024-07-31,5,0.851004848625465,"cdf","WNV cases"
"Kern",2024-04-30,2024-08-31,5,0.651158496183877,"cdf","WNV cases"
"Kern",2024-04-30,2024-09-30,5,0.562262796993318,"cdf","WNV cases"
"Kern",2024-04-30,2024-10-31,5,0.999247962645748,"cdf","WNV cases"
"Kern",2024-04-30,2024-11-30,5,0.999987069078817,"cdf","WNV cases"
"Kern",2024-04-30,2024-12-31,5,0.999999999972422,"cdf","WNV cases"
"Placer",2024-04-30,2024-05-31,5,0.999978355641509,"cdf","WNV cases"
"Placer",2024-04-30,2024-06-30,5,0.998432058848615,"cdf","WNV cases"
"Placer",2024-04-30,2024-07-31,5,0.996796919892643,"cdf","WNV cases"
"Placer",2024-04-30,2024-08-31,5,0.966686843759523,"cdf","WNV cases"
"Placer",2024-04-30,2024-09-30,5,0.996796919892643,"cdf","WNV cases"
"Placer",2024-04-30,2024-10-31,5,0.999366361112277,"cdf","WNV cases"
"Placer",2024-04-30,2024-11-30,5,0.999978355641509,"cdf","WNV cases"
"Placer",2024-04-30,2024-12-31,5,0.999999832074097,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-05-31,5,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-06-30,5,0.999819841308901,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-07-31,5,0.385070145658749,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-08-31,5,4.34522996544583e-84,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-09-30,5,0.0000000000000000000000325232443497661,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-10-31,5,0.751244983226247,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-11-30,5,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-12-31,5,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-05-31,5,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-06-30,5,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-07-31,5,0.999999284571938,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-08-31,5,0.995080492041469,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-09-30,5,0.999824552656957,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-10-31,5,0.999824552656957,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-11-30,5,0.999999999098626,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-12-31,5,1,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-05-31,5,1,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-06-30,5,0.9999991746545,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-07-31,5,0.974740140757142,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-08-31,5,0.341762627502827,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-09-30,5,0.745608306530561,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-10-31,5,0.931349646471798,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-11-30,5,0.9999991746545,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-12-31,5,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-05-31,5,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-06-30,5,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-07-31,5,0.999999999764164,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-08-31,5,0.959794772354981,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-09-30,5,0.9957714802578,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-10-31,5,0.99599754463974,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-11-30,5,0.999999968424687,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-12-31,5,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-05-31,5,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-06-30,5,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-07-31,5,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-08-31,5,0.999880058990609,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-09-30,5,0.999880058990609,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-10-31,5,0.999999999999404,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-11-30,5,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-12-31,5,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-05-31,6,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-06-30,6,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-07-31,6,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-08-31,6,0.999999771761361,"cdf","WNV cases"
"Orange",2024-04-30,2024-09-30,6,0.995909400396002,"cdf","WNV cases"
"Orange",2024-04-30,2024-10-31,6,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-11-30,6,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-12-31,6,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-05-31,6,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-06-30,6,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-07-31,6,0.332357414477584,"cdf","WNV cases"
"Tulare",2024-04-30,2024-08-31,6,0.079507216279108,"cdf","WNV cases"
"Tulare",2024-04-30,2024-09-30,6,0.395638741415405,"cdf","WNV cases"
"Tulare",2024-04-30,2024-10-31,6,0.749250799740382,"cdf","WNV cases"
"Tulare",2024-04-30,2024-11-30,6,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-12-31,6,1,"cdf","WNV cases"
"Solano",2024-04-30,2024-05-31,6,0.996796919892643,"cdf","WNV cases"
"Solano",2024-04-30,2024-06-30,6,0.984778219628369,"cdf","WNV cases"
"Solano",2024-04-30,2024-07-31,6,0.934434033813357,"cdf","WNV cases"
"Solano",2024-04-30,2024-08-31,6,0.782052907419412,"cdf","WNV cases"
"Solano",2024-04-30,2024-09-30,6,0.782052907419412,"cdf","WNV cases"
"Solano",2024-04-30,2024-10-31,6,0.886667391470847,"cdf","WNV cases"
"Solano",2024-04-30,2024-11-30,6,0.996796919892643,"cdf","WNV cases"
"Solano",2024-04-30,2024-12-31,6,0.999819841308901,"cdf","WNV cases"
"Riverside",2024-04-30,2024-05-31,6,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-06-30,6,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-07-31,6,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-08-31,6,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-09-30,6,0.999999999999998,"cdf","WNV cases"
"Riverside",2024-04-30,2024-10-31,6,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-11-30,6,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-12-31,6,1,"cdf","WNV cases"
"Fresno",2024-04-30,2024-05-31,6,0.99999999997392,"cdf","WNV cases"
"Fresno",2024-04-30,2024-06-30,6,0.999991658205036,"cdf","WNV cases"
"Fresno",2024-04-30,2024-07-31,6,0.743270487165299,"cdf","WNV cases"
"Fresno",2024-04-30,2024-08-31,6,0.293067838953892,"cdf","WNV cases"
"Fresno",2024-04-30,2024-09-30,6,0.78263434033026,"cdf","WNV cases"
"Fresno",2024-04-30,2024-10-31,6,0.965575823712369,"cdf","WNV cases"
"Fresno",2024-04-30,2024-11-30,6,0.99999997483139,"cdf","WNV cases"
"Fresno",2024-04-30,2024-12-31,6,1,"cdf","WNV cases"
"Merced",2024-04-30,2024-05-31,6,0.965761554338836,"cdf","WNV cases"
"Merced",2024-04-30,2024-06-30,6,0.846573590279973,"cdf","WNV cases"
"Merced",2024-04-30,2024-07-31,6,0.846573590279973,"cdf","WNV cases"
"Merced",2024-04-30,2024-08-31,6,0.852035287762672,"cdf","WNV cases"
"Merced",2024-04-30,2024-09-30,6,0.213596772345441,"cdf","WNV cases"
"Merced",2024-04-30,2024-10-31,6,0.846573590279973,"cdf","WNV cases"
"Merced",2024-04-30,2024-11-30,6,0.978514841051368,"cdf","WNV cases"
"Merced",2024-04-30,2024-12-31,6,1,"cdf","WNV cases"
"Kern",2024-04-30,2024-05-31,6,0.999999384350891,"cdf","WNV cases"
"Kern",2024-04-30,2024-06-30,6,0.972484869468782,"cdf","WNV cases"
"Kern",2024-04-30,2024-07-31,6,0.900375573824098,"cdf","WNV cases"
"Kern",2024-04-30,2024-08-31,6,0.713907700317655,"cdf","WNV cases"
"Kern",2024-04-30,2024-09-30,6,0.664503548528406,"cdf","WNV cases"
"Kern",2024-04-30,2024-10-31,6,0.99991464055307,"cdf","WNV cases"
"Kern",2024-04-30,2024-11-30,6,0.999999384350891,"cdf","WNV cases"
"Kern",2024-04-30,2024-12-31,6,0.999999999999907,"cdf","WNV cases"
"Placer",2024-04-30,2024-05-31,6,0.999978355641509,"cdf","WNV cases"
"Placer",2024-04-30,2024-06-30,6,0.998432058848615,"cdf","WNV cases"
"Placer",2024-04-30,2024-07-31,6,0.996796919892643,"cdf","WNV cases"
"Placer",2024-04-30,2024-08-31,6,0.966686843759523,"cdf","WNV cases"
"Placer",2024-04-30,2024-09-30,6,0.996796919892643,"cdf","WNV cases"
"Placer",2024-04-30,2024-10-31,6,0.999366361112277,"cdf","WNV cases"
"Placer",2024-04-30,2024-11-30,6,0.999978355641509,"cdf","WNV cases"
"Placer",2024-04-30,2024-12-31,6,0.999999832074097,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-05-31,6,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-06-30,6,0.999995279815392,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-07-31,6,0.468698130097985,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-08-31,6,7.25771005527012e-64,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-09-30,6,0.0000000000000000247596101671006,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-10-31,6,0.841591009160384,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-11-30,6,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-12-31,6,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-05-31,6,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-06-30,6,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-07-31,6,0.999999996236708,"cdf","WNV cases"
